VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE6.x, ATTRIBUTE6.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE14.x, ATTRIBUTE14.y, ATTRIBUTE14.z, ATTRIBUTE14.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w, ATTRIBUTE15.x, ATTRIBUTE15.y, ATTRIBUTE15.z, ATTRIBUTE15.w, ATTRIBUTE12.x, ATTRIBUTE12.y, ATTRIBUTE12.z, ATTRIBUTE11.x, ATTRIBUTE11.y, ATTRIBUTE11.z
61, 30886, 13.3377, -0.2186, 168.4286, -1.00, 0.00, 0.00, 1.00, 0.00, -0.97638, 0.22835, 1.00, 0.11102, 0.16565, 0.93945, 0.65674, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 0, 0, 0, 0, 0, 0, 0.95294, 0.04706, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
62, 30887, 13.58055, 0.07056, 169.61482, -0.48819, -0.84252, 0.22047, 1.00, 0.86614, -0.44882, 0.22835, 1.00, 0.10822, 0.14368, 0.93945, 0.65576, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 0, 0, 0, 0, 0, 0, 0.95294, 0.04706, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
63, 30885, 13.54053, -0.2186, 168.42789, -0.65354, -0.74016, 0.15748, 1.00, 0.76378, -0.6378, 0.12598, 1.00, 0.10822, 0.16565, 0.93945, 0.65674, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
64, 30888, 13.42048, -0.4335, 167.46718, -0.74016, -0.66142, 0.11811, 1.00, 0.66929, -0.73228, 0.10236, 1.00, 0.10822, 0.18433, 0.93945, 0.65771, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 1, 0, 0, 0, 0, 0, 0.90588, 0.08627, 0.00784, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
65, 30886, 13.3377, -0.2186, 168.4286, -1.00, 0.00, 0.00, 1.00, 0.00, -0.97638, 0.22835, 1.00, 0.11102, 0.16565, 0.93945, 0.65674, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 0, 0, 0, 0, 0, 0, 0.95294, 0.04706, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
66, 30888, 13.42048, -0.4335, 167.46718, -0.74016, -0.66142, 0.11811, 1.00, 0.66929, -0.73228, 0.10236, 1.00, 0.10822, 0.18433, 0.93945, 0.65771, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 1, 0, 0, 0, 0, 0, 0.90588, 0.08627, 0.00784, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
67, 30889, 13.24011, -0.4335, 167.46762, -1.00, 0.00, 0.00, 1.00, 0.00, -0.97638, 0.22047, 1.00, 0.11102, 0.18433, 0.93945, 0.65771, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 1, 0, 0, 0, 0, 0, 0.87843, 0.11373, 0.00784, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
68, 30886, 13.3377, -0.2186, 168.4286, -1.00, 0.00, 0.00, 1.00, 0.00, -0.97638, 0.22835, 1.00, 0.11102, 0.16565, 0.93945, 0.65674, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 0, 0, 0, 0, 0, 0, 0.95294, 0.04706, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
69, 30888, 13.42048, -0.4335, 167.46718, -0.74016, -0.66142, 0.11811, 1.00, 0.66929, -0.73228, 0.10236, 1.00, 0.10822, 0.18433, 0.93945, 0.65771, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 1, 0, 0, 0, 0, 0, 0.90588, 0.08627, 0.00784, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
70, 30890, 13.23691, -0.65323, 166.52319, -0.77165, -0.62205, 0.13386, 1.00, 0.62992, -0.77165, 0.06299, 1.00, 0.10822, 0.20374, 0.93945, 0.6582, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 1, 0, 0, 0, 0, 0, 0.71373, 0.25882, 0.02745, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
71, 30889, 13.24011, -0.4335, 167.46762, -1.00, 0.00, 0.00, 1.00, 0.00, -0.97638, 0.22047, 1.00, 0.11102, 0.18433, 0.93945, 0.65771, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 1, 0, 0, 0, 0, 0, 0.87843, 0.11373, 0.00784, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
72, 30890, 13.23691, -0.65323, 166.52319, -0.77165, -0.62205, 0.13386, 1.00, 0.62992, -0.77165, 0.06299, 1.00, 0.10822, 0.20374, 0.93945, 0.6582, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 1, 0, 0, 0, 0, 0, 0.71373, 0.25882, 0.02745, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
73, 30891, 13.1253, -0.65323, 166.52342, -1.00, 0.00, 0.00, 1.00, 0.00, -0.9685, 0.24409, 1.00, 0.11102, 0.20374, 0.93945, 0.6582, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 1, 0, 0, 0, 0, 0, 0.67059, 0.29804, 0.03137, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
74, 30889, 13.24011, -0.4335, 167.46762, -1.00, 0.00, 0.00, 1.00, 0.00, -0.97638, 0.22047, 1.00, 0.11102, 0.18433, 0.93945, 0.65771, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 1, 0, 0, 0, 0, 0, 0.87843, 0.11373, 0.00784, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
75, 30890, 13.23691, -0.65323, 166.52319, -0.77165, -0.62205, 0.13386, 1.00, 0.62992, -0.77165, 0.06299, 1.00, 0.10822, 0.20374, 0.93945, 0.6582, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 1, 0, 0, 0, 0, 0, 0.71373, 0.25882, 0.02745, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
76, 30892, 13.02062, -0.90064, 165.61565, -0.81102, -0.54331, 0.2126, 1.00, 0.56693, -0.81102, 0.11811, 1.00, 0.10822, 0.2207, 0.93945, 0.65918, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 1, 0, 0, 0, 0, 0, 0.54118, 0.40784, 0.05098, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
77, 30891, 13.1253, -0.65323, 166.52342, -1.00, 0.00, 0.00, 1.00, 0.00, -0.9685, 0.24409, 1.00, 0.11102, 0.20374, 0.93945, 0.6582, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 1, 0, 0, 0, 0, 0, 0.67059, 0.29804, 0.03137, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
78, 30893, 12.94805, -0.90065, 165.6158, -1.00, 0.00, 0.00, 1.00, 0.00, -0.94488, 0.32283, 1.00, 0.11102, 0.2207, 0.93945, 0.65918, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 1, 0, 0, 0, 0, 0, 0.52157, 0.42353, 0.0549, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
79, 30891, 13.1253, -0.65323, 166.52342, -1.00, 0.00, 0.00, 1.00, 0.00, -0.9685, 0.24409, 1.00, 0.11102, 0.20374, 0.93945, 0.6582, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 1, 0, 0, 0, 0, 0, 0.67059, 0.29804, 0.03137, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
80, 30892, 13.02062, -0.90064, 165.61565, -0.81102, -0.54331, 0.2126, 1.00, 0.56693, -0.81102, 0.11811, 1.00, 0.10822, 0.2207, 0.93945, 0.65918, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 1, 0, 0, 0, 0, 0, 0.54118, 0.40784, 0.05098, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
81, 30892, 13.02062, -0.90064, 165.61565, -0.81102, -0.54331, 0.2126, 1.00, 0.56693, -0.81102, 0.11811, 1.00, 0.10822, 0.2207, 0.93945, 0.65918, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 1, 0, 0, 0, 0, 0, 0.54118, 0.40784, 0.05098, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
82, 30894, 12.76191, -1.24568, 164.76505, -1.00, -0.01575, 0.06299, 1.00, 0.03937, -0.91339, 0.40945, 1.00, 0.10419, 0.23645, 0.93945, 0.65967, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 1, 0, 0, 0, 0, 0, 0.47451, 0.44314, 0.08235, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
83, 30893, 12.94805, -0.90065, 165.6158, -1.00, 0.00, 0.00, 1.00, 0.00, -0.94488, 0.32283, 1.00, 0.11102, 0.2207, 0.93945, 0.65918, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 1, 0, 0, 0, 0, 0, 0.52157, 0.42353, 0.0549, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
84, 30895, 11.49297, 0.32148, 173.66495, -0.13386, -0.91339, 0.38583, 1.00, 0.76378, 0.14961, 0.62992, 1.00, 0.15698, 0.06201, 0.26245, 0.009, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
85, 30896, 12.12037, -0.03779, 172.96262, -0.15748, -0.89764, 0.40157, 1.00, 0.80315, 0.11811, 0.58268, 1.00, 0.15491, 0.08246, 0.26245, 0.04266, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
86, 30897, 11.39045, -0.45041, 173.9754, -0.25984, -0.85827, 0.44882, 1.00, 0.74803, 0.11811, 0.65354, 1.00, 0.17273, 0.06201, 0.29688, 0.009, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
87, 30896, 12.12037, -0.03779, 172.96262, -0.15748, -0.89764, 0.40157, 1.00, 0.80315, 0.11811, 0.58268, 1.00, 0.15491, 0.08246, 0.26245, 0.04266, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
88, 30898, 11.93591, -1.01328, 173.41331, -0.33858, -0.84252, 0.40945, 1.00, 0.81102, -0.03937, 0.58268, 1.00, 0.17273, 0.08246, 0.29688, 0.04266, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
89, 30897, 11.39045, -0.45041, 173.9754, -0.25984, -0.85827, 0.44882, 1.00, 0.74803, 0.11811, 0.65354, 1.00, 0.17273, 0.06201, 0.29688, 0.009, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
90, 30898, 11.93591, -1.01328, 173.41331, -0.33858, -0.84252, 0.40945, 1.00, 0.81102, -0.03937, 0.58268, 1.00, 0.17273, 0.08246, 0.29688, 0.04266, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
91, 30899, 10.95457, -1.39078, 174.57712, -0.49606, -0.74016, 0.45669, 1.00, 0.73228, -0.07087, 0.68504, 1.00, 0.19849, 0.06201, 0.33936, 0.009, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
92, 30897, 11.39045, -0.45041, 173.9754, -0.25984, -0.85827, 0.44882, 1.00, 0.74803, 0.11811, 0.65354, 1.00, 0.17273, 0.06201, 0.29688, 0.009, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
93, 30896, 12.12037, -0.03779, 172.96262, -0.15748, -0.89764, 0.40157, 1.00, 0.80315, 0.11811, 0.58268, 1.00, 0.15491, 0.08246, 0.26245, 0.04266, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
94, 30900, 12.76851, -0.45392, 172.08096, -0.31496, -0.86614, 0.37795, 1.00, 0.84252, -0.07087, 0.53543, 1.00, 0.15247, 0.10394, 0.26245, 0.07813, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
95, 30898, 11.93591, -1.01328, 173.41331, -0.33858, -0.84252, 0.40945, 1.00, 0.81102, -0.03937, 0.58268, 1.00, 0.17273, 0.08246, 0.29688, 0.04266, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
96, 30899, 10.95457, -1.39078, 174.57712, -0.49606, -0.74016, 0.45669, 1.00, 0.73228, -0.07087, 0.68504, 1.00, 0.19849, 0.06201, 0.33936, 0.009, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
97, 30898, 11.93591, -1.01328, 173.41331, -0.33858, -0.84252, 0.40945, 1.00, 0.81102, -0.03937, 0.58268, 1.00, 0.17273, 0.08246, 0.29688, 0.04266, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
98, 30901, 11.28549, -2.14697, 173.9696, -0.55118, -0.76378, 0.34646, 1.00, 0.75591, -0.29134, 0.58268, 1.00, 0.19849, 0.08246, 0.33936, 0.04266, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
99, 30901, 11.28549, -2.14697, 173.9696, -0.55118, -0.76378, 0.34646, 1.00, 0.75591, -0.29134, 0.58268, 1.00, 0.19849, 0.08246, 0.33936, 0.04266, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
100, 30902, 10.47225, -1.85941, 174.81491, -0.77165, -0.56693, 0.29134, 1.00, 0.52756, -0.31496, 0.7874, 1.00, 0.21631, 0.06201, 0.36865, 0.009, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
101, 30899, 10.95457, -1.39078, 174.57712, -0.49606, -0.74016, 0.45669, 1.00, 0.73228, -0.07087, 0.68504, 1.00, 0.19849, 0.06201, 0.33936, 0.009, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
102, 30900, 12.76851, -0.45392, 172.08096, -0.31496, -0.86614, 0.37795, 1.00, 0.84252, -0.07087, 0.53543, 1.00, 0.15247, 0.10394, 0.26245, 0.07813, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
103, 30903, 12.30609, -1.63452, 172.63161, -0.4252, -0.83465, 0.34646, 1.00, 0.83465, -0.2126, 0.51181, 1.00, 0.17273, 0.10394, 0.29688, 0.07813, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
104, 30898, 11.93591, -1.01328, 173.41331, -0.33858, -0.84252, 0.40945, 1.00, 0.81102, -0.03937, 0.58268, 1.00, 0.17273, 0.08246, 0.29688, 0.04266, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
105, 30903, 12.30609, -1.63452, 172.63161, -0.4252, -0.83465, 0.34646, 1.00, 0.83465, -0.2126, 0.51181, 1.00, 0.17273, 0.10394, 0.29688, 0.07813, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
106, 30901, 11.28549, -2.14697, 173.9696, -0.55118, -0.76378, 0.34646, 1.00, 0.75591, -0.29134, 0.58268, 1.00, 0.19849, 0.08246, 0.33936, 0.04266, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
107, 30898, 11.93591, -1.01328, 173.41331, -0.33858, -0.84252, 0.40945, 1.00, 0.81102, -0.03937, 0.58268, 1.00, 0.17273, 0.08246, 0.29688, 0.04266, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
108, 30904, 10.70524, -2.71207, 174.17708, -0.73228, -0.65354, 0.1811, 1.00, 0.59055, -0.48819, 0.6378, 1.00, 0.21631, 0.08246, 0.36865, 0.04266, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
109, 30902, 10.47225, -1.85941, 174.81491, -0.77165, -0.56693, 0.29134, 1.00, 0.52756, -0.31496, 0.7874, 1.00, 0.21631, 0.06201, 0.36865, 0.009, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
110, 30901, 11.28549, -2.14697, 173.9696, -0.55118, -0.76378, 0.34646, 1.00, 0.75591, -0.29134, 0.58268, 1.00, 0.19849, 0.08246, 0.33936, 0.04266, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
111, 30904, 10.70524, -2.71207, 174.17708, -0.73228, -0.65354, 0.1811, 1.00, 0.59055, -0.48819, 0.6378, 1.00, 0.21631, 0.08246, 0.36865, 0.04266, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
112, 30905, 10.10759, -2.03736, 174.88721, -0.88189, -0.44094, 0.16535, 1.00, 0.37008, -0.4252, 0.82677, 1.00, 0.22388, 0.06201, 0.38135, 0.009, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
113, 30902, 10.47225, -1.85941, 174.81491, -0.77165, -0.56693, 0.29134, 1.00, 0.52756, -0.31496, 0.7874, 1.00, 0.21631, 0.06201, 0.36865, 0.009, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
114, 30906, 10.47867, -2.85916, 174.17792, -0.84252, -0.54331, 0.00, 1.00, 0.38583, -0.59843, 0.70079, 1.00, 0.22388, 0.08246, 0.38135, 0.04266, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
115, 30905, 10.10759, -2.03736, 174.88721, -0.88189, -0.44094, 0.16535, 1.00, 0.37008, -0.4252, 0.82677, 1.00, 0.22388, 0.06201, 0.38135, 0.009, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
116, 30904, 10.70524, -2.71207, 174.17708, -0.73228, -0.65354, 0.1811, 1.00, 0.59055, -0.48819, 0.6378, 1.00, 0.21631, 0.08246, 0.36865, 0.04266, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
117, 30904, 10.70524, -2.71207, 174.17708, -0.73228, -0.65354, 0.1811, 1.00, 0.59055, -0.48819, 0.6378, 1.00, 0.21631, 0.08246, 0.36865, 0.04266, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
118, 30907, 10.69955, -3.6001, 173.23537, -0.91339, -0.40157, 0.01575, 1.00, 0.33858, -0.77165, 0.54331, 1.00, 0.21973, 0.10394, 0.37451, 0.07813, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
119, 30906, 10.47867, -2.85916, 174.17792, -0.84252, -0.54331, 0.00, 1.00, 0.38583, -0.59843, 0.70079, 1.00, 0.22388, 0.08246, 0.38135, 0.04266, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
120, 30907, 10.69955, -3.6001, 173.23537, -0.91339, -0.40157, 0.01575, 1.00, 0.33858, -0.77165, 0.54331, 1.00, 0.21973, 0.10394, 0.37451, 0.07813, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
121, 30904, 10.70524, -2.71207, 174.17708, -0.73228, -0.65354, 0.1811, 1.00, 0.59055, -0.48819, 0.6378, 1.00, 0.21631, 0.08246, 0.36865, 0.04266, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
122, 30908, 10.78923, -3.56151, 173.23354, -0.76378, -0.62992, 0.15748, 1.00, 0.61417, -0.62992, 0.47244, 1.00, 0.21631, 0.10394, 0.36865, 0.07813, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
123, 30908, 10.78923, -3.56151, 173.23354, -0.76378, -0.62992, 0.15748, 1.00, 0.61417, -0.62992, 0.47244, 1.00, 0.21631, 0.10394, 0.36865, 0.07813, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
