VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE14.x, ATTRIBUTE14.y, ATTRIBUTE14.z, ATTRIBUTE14.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w, ATTRIBUTE15.x, ATTRIBUTE15.y, ATTRIBUTE15.z, ATTRIBUTE15.w, ATTRIBUTE12.x, ATTRIBUTE12.y, ATTRIBUTE12.z, ATTRIBUTE11.x, ATTRIBUTE11.y, ATTRIBUTE11.z, ATTRIBUTE9.x, ATTRIBUTE9.y, ATTRIBUTE9.z, ATTRIBUTE10.x, ATTRIBUTE10.y, ATTRIBUTE10.z
53, 2996, 8.6032, 3.06506, 5.47614, -0.1811, 0.40157, 0.89764, 1.00, -0.98425, -0.01575, -0.18898, -1.00, 0.04788, 0.62158, 1.00, 0.47451, 0.52549, 1.00, 20, 21, 22, 0, 0, 0, 0, 0, 0.74118, 0.23922, 0.01961, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02086, 0.00026, 0.04854, 0.00173, -0.0071, -0.00847
54, 3000, 8.57474, 3.5117, 5.53708, -0.2126, 0.71654, 0.66929, 1.00, -0.9685, -0.08661, -0.22047, -1.00, 0.10352, 0.58008, 1.00, 0.50588, 0.52941, 1.00, 20, 19, 21, 0, 0, 0, 0, 0, 0.83922, 0.11765, 0.04314, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02482, -0.00315, 0.05155, 0.00351, -0.00379, -0.01083
55, 2999, 8.49177, 3.08146, 6.08211, -0.15748, 0.59055, 0.79528, 1.00, -0.98425, -0.04724, -0.15748, -1.00, 0.07617, 0.65674, 0.99608, 0.47843, 0.56863, 1.00, 6, 20, 21, 0, 0, 0, 0, 0, 0.5098, 0.36471, 0.12549, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01858, 0.00056, 0.02161, 0.00049, -0.00812, 0.00165
56, 2996, 8.6032, 3.06506, 5.47614, -0.1811, 0.40157, 0.89764, 1.00, -0.98425, -0.01575, -0.18898, -1.00, 0.04788, 0.62158, 1.00, 0.47451, 0.52549, 1.00, 20, 21, 22, 0, 0, 0, 0, 0, 0.74118, 0.23922, 0.01961, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02086, 0.00026, 0.04854, 0.00173, -0.0071, -0.00847
57, 3001, 8.46286, 2.80183, 6.47204, -0.46457, 0.49606, 0.73228, 1.00, -0.81102, 0.10236, -0.5748, -1.00, 0.09668, 0.68066, 0.98824, 0.45882, 0.59216, 1.00, 6, 20, 21, 0, 0, 0, 0, 0, 0.75686, 0.17647, 0.06667, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01171, 0.00057, 0.01015, -0.00089, -0.00532, 0.0011
58, 2998, 8.42752, 2.11169, 6.27094, -0.48819, 0.07087, 0.87402, 1.00, -0.81102, 0.33071, -0.48031, -1.00, 0.08112, 0.70361, 0.98431, 0.41569, 0.58039, 1.00, 6, 21, 20, 0, 0, 0, 0, 0, 0.7451, 0.22745, 0.02745, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00761, 0.00295, 0.01021, -0.00066, -0.00444, -0.00218
59, 2995, 8.48649, 2.50879, 5.90606, -0.06299, 0.16535, 0.98425, 1.00, -0.99213, 0.11024, -0.08661, -1.00, 0.05853, 0.68213, 0.99216, 0.43922, 0.55686, 1.00, 6, 21, 20, 22, 0, 0, 0, 0, 0.43922, 0.32549, 0.19608, 0.03922, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01399, 0.00256, 0.02155, -0.00026, -0.0091, -0.00154
60, 2999, 8.49177, 3.08146, 6.08211, -0.15748, 0.59055, 0.79528, 1.00, -0.98425, -0.04724, -0.15748, -1.00, 0.07617, 0.65674, 0.99608, 0.47843, 0.56863, 1.00, 6, 20, 21, 0, 0, 0, 0, 0, 0.5098, 0.36471, 0.12549, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01858, 0.00056, 0.02161, 0.00049, -0.00812, 0.00165
61, 3001, 8.46286, 2.80183, 6.47204, -0.46457, 0.49606, 0.73228, 1.00, -0.81102, 0.10236, -0.5748, -1.00, 0.09668, 0.68066, 0.98824, 0.45882, 0.59216, 1.00, 6, 20, 21, 0, 0, 0, 0, 0, 0.75686, 0.17647, 0.06667, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01171, 0.00057, 0.01015, -0.00089, -0.00532, 0.0011
62, 2995, 8.48649, 2.50879, 5.90606, -0.06299, 0.16535, 0.98425, 1.00, -0.99213, 0.11024, -0.08661, -1.00, 0.05853, 0.68213, 0.99216, 0.43922, 0.55686, 1.00, 6, 21, 20, 22, 0, 0, 0, 0, 0.43922, 0.32549, 0.19608, 0.03922, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01399, 0.00256, 0.02155, -0.00026, -0.0091, -0.00154
63, 2999, 8.49177, 3.08146, 6.08211, -0.15748, 0.59055, 0.79528, 1.00, -0.98425, -0.04724, -0.15748, -1.00, 0.07617, 0.65674, 0.99608, 0.47843, 0.56863, 1.00, 6, 20, 21, 0, 0, 0, 0, 0, 0.5098, 0.36471, 0.12549, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01858, 0.00056, 0.02161, 0.00049, -0.00812, 0.00165
64, 3000, 8.57474, 3.5117, 5.53708, -0.2126, 0.71654, 0.66929, 1.00, -0.9685, -0.08661, -0.22047, -1.00, 0.10352, 0.58008, 1.00, 0.50588, 0.52941, 1.00, 20, 19, 21, 0, 0, 0, 0, 0, 0.83922, 0.11765, 0.04314, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02482, -0.00315, 0.05155, 0.00351, -0.00379, -0.01083
65, 3002, 8.40613, 3.70774, 6.13148, -0.30709, 0.85827, 0.40157, 1.00, -0.94488, -0.22835, -0.23622, -1.00, 0.13635, 0.61768, 0.99608, 0.51765, 0.57255, 1.00, 6, 20, 19, 0, 0, 0, 0, 0, 0.42745, 0.41961, 0.15294, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02361, -0.00577, 0.02536, 0.00073, -0.00186, -0.00095
66, 3000, 8.57474, 3.5117, 5.53708, -0.2126, 0.71654, 0.66929, 1.00, -0.9685, -0.08661, -0.22047, -1.00, 0.10352, 0.58008, 1.00, 0.50588, 0.52941, 1.00, 20, 19, 21, 0, 0, 0, 0, 0, 0.83922, 0.11765, 0.04314, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02482, -0.00315, 0.05155, 0.00351, -0.00379, -0.01083
67, 3003, 8.52286, 3.95316, 5.55126, -0.26772, 0.96063, 0.07874, 1.00, -0.92126, -0.23622, -0.30709, -1.00, 0.17053, 0.55811, 0.99608, 0.53333, 0.53333, 1.00, 20, 19, 0, 0, 0, 0, 0, 0, 0.78039, 0.21961, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02494, -0.00572, 0.05233, 0.00734, 0.00224, -0.01738
68, 3002, 8.40613, 3.70774, 6.13148, -0.30709, 0.85827, 0.40157, 1.00, -0.94488, -0.22835, -0.23622, -1.00, 0.13635, 0.61768, 0.99608, 0.51765, 0.57255, 1.00, 6, 20, 19, 0, 0, 0, 0, 0, 0.42745, 0.41961, 0.15294, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02361, -0.00577, 0.02536, 0.00073, -0.00186, -0.00095
69, 3004, 8.35448, 3.5251, 6.5971, -0.48819, 0.76378, 0.43307, 1.00, -0.76378, -0.13386, -0.62992, -1.00, 0.14307, 0.65186, 0.98824, 0.50588, 0.60392, 1.00, 6, 20, 19, 0, 0, 0, 0, 0, 0.73725, 0.24706, 0.01569, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01541, -0.0014, 0.01101, -0.00186, -0.00487, 0.00556
70, 3001, 8.46286, 2.80183, 6.47204, -0.46457, 0.49606, 0.73228, 1.00, -0.81102, 0.10236, -0.5748, -1.00, 0.09668, 0.68066, 0.98824, 0.45882, 0.59216, 1.00, 6, 20, 21, 0, 0, 0, 0, 0, 0.75686, 0.17647, 0.06667, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01171, 0.00057, 0.01015, -0.00089, -0.00532, 0.0011
71, 2999, 8.49177, 3.08146, 6.08211, -0.15748, 0.59055, 0.79528, 1.00, -0.98425, -0.04724, -0.15748, -1.00, 0.07617, 0.65674, 0.99608, 0.47843, 0.56863, 1.00, 6, 20, 21, 0, 0, 0, 0, 0, 0.5098, 0.36471, 0.12549, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01858, 0.00056, 0.02161, 0.00049, -0.00812, 0.00165
72, 2999, 8.49177, 3.08146, 6.08211, -0.15748, 0.59055, 0.79528, 1.00, -0.98425, -0.04724, -0.15748, -1.00, 0.07617, 0.65674, 0.99608, 0.47843, 0.56863, 1.00, 6, 20, 21, 0, 0, 0, 0, 0, 0.5098, 0.36471, 0.12549, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01858, 0.00056, 0.02161, 0.00049, -0.00812, 0.00165
73, 3002, 8.40613, 3.70774, 6.13148, -0.30709, 0.85827, 0.40157, 1.00, -0.94488, -0.22835, -0.23622, -1.00, 0.13635, 0.61768, 0.99608, 0.51765, 0.57255, 1.00, 6, 20, 19, 0, 0, 0, 0, 0, 0.42745, 0.41961, 0.15294, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02361, -0.00577, 0.02536, 0.00073, -0.00186, -0.00095
74, 3004, 8.35448, 3.5251, 6.5971, -0.48819, 0.76378, 0.43307, 1.00, -0.76378, -0.13386, -0.62992, -1.00, 0.14307, 0.65186, 0.98824, 0.50588, 0.60392, 1.00, 6, 20, 19, 0, 0, 0, 0, 0, 0.73725, 0.24706, 0.01569, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01541, -0.0014, 0.01101, -0.00186, -0.00487, 0.00556
75, 3002, 8.40613, 3.70774, 6.13148, -0.30709, 0.85827, 0.40157, 1.00, -0.94488, -0.22835, -0.23622, -1.00, 0.13635, 0.61768, 0.99608, 0.51765, 0.57255, 1.00, 6, 20, 19, 0, 0, 0, 0, 0, 0.42745, 0.41961, 0.15294, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02361, -0.00577, 0.02536, 0.00073, -0.00186, -0.00095
76, 3003, 8.52286, 3.95316, 5.55126, -0.26772, 0.96063, 0.07874, 1.00, -0.92126, -0.23622, -0.30709, -1.00, 0.17053, 0.55811, 0.99608, 0.53333, 0.53333, 1.00, 20, 19, 0, 0, 0, 0, 0, 0, 0.78039, 0.21961, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02494, -0.00572, 0.05233, 0.00734, 0.00224, -0.01738
77, 3005, 8.19712, 4.3037, 6.08254, -0.34646, 0.88189, -0.33071, 1.00, -0.83465, -0.44882, -0.32283, -1.00, 0.20313, 0.60889, 0.99216, 0.55686, 0.56863, 1.00, 6, 19, 20, 17, 0, 0, 0, 0, 0.42353, 0.34118, 0.21569, 0.01961, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01912, -0.01114, 0.02447, 0.00124, 0.00466, -0.00814
78, 3003, 8.52286, 3.95316, 5.55126, -0.26772, 0.96063, 0.07874, 1.00, -0.92126, -0.23622, -0.30709, -1.00, 0.17053, 0.55811, 0.99608, 0.53333, 0.53333, 1.00, 20, 19, 0, 0, 0, 0, 0, 0, 0.78039, 0.21961, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02494, -0.00572, 0.05233, 0.00734, 0.00224, -0.01738
79, 3006, 8.41711, 4.37237, 5.51938, 0.0315, 0.67717, -0.74016, 1.00, -0.80315, -0.4252, -0.41732, -1.00, 0.24707, 0.57129, 0.99608, 0.56078, 0.52941, 1.00, 20, 19, 17, 0, 0, 0, 0, 0, 0.71373, 0.23529, 0.05098, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02204, -0.00588, 0.04909, 0.01135, 0.00286, -0.01883
80, 3005, 8.19712, 4.3037, 6.08254, -0.34646, 0.88189, -0.33071, 1.00, -0.83465, -0.44882, -0.32283, -1.00, 0.20313, 0.60889, 0.99216, 0.55686, 0.56863, 1.00, 6, 19, 20, 17, 0, 0, 0, 0, 0.42353, 0.34118, 0.21569, 0.01961, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01912, -0.01114, 0.02447, 0.00124, 0.00466, -0.00814
81, 3002, 8.40613, 3.70774, 6.13148, -0.30709, 0.85827, 0.40157, 1.00, -0.94488, -0.22835, -0.23622, -1.00, 0.13635, 0.61768, 0.99608, 0.51765, 0.57255, 1.00, 6, 20, 19, 0, 0, 0, 0, 0, 0.42745, 0.41961, 0.15294, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02361, -0.00577, 0.02536, 0.00073, -0.00186, -0.00095
82, 3007, 8.07689, 4.21595, 6.60227, -0.37008, 0.92126, -0.14173, 1.00, -0.69291, -0.37795, -0.61417, -1.00, 0.19299, 0.64746, 0.98431, 0.55294, 0.60784, 1.00, 6, 19, 20, 0, 0, 0, 0, 0, 0.73725, 0.15686, 0.10588, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01286, -0.00672, 0.00986, -0.00227, 0.00123, 0.00221
83, 3004, 8.35448, 3.5251, 6.5971, -0.48819, 0.76378, 0.43307, 1.00, -0.76378, -0.13386, -0.62992, -1.00, 0.14307, 0.65186, 0.98824, 0.50588, 0.60392, 1.00, 6, 20, 19, 0, 0, 0, 0, 0, 0.73725, 0.24706, 0.01569, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01541, -0.0014, 0.01101, -0.00186, -0.00487, 0.00556
84, 3007, 8.07689, 4.21595, 6.60227, -0.37008, 0.92126, -0.14173, 1.00, -0.69291, -0.37795, -0.61417, -1.00, 0.19299, 0.64746, 0.98431, 0.55294, 0.60784, 1.00, 6, 19, 20, 0, 0, 0, 0, 0, 0.73725, 0.15686, 0.10588, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01286, -0.00672, 0.00986, -0.00227, 0.00123, 0.00221
85, 3002, 8.40613, 3.70774, 6.13148, -0.30709, 0.85827, 0.40157, 1.00, -0.94488, -0.22835, -0.23622, -1.00, 0.13635, 0.61768, 0.99608, 0.51765, 0.57255, 1.00, 6, 20, 19, 0, 0, 0, 0, 0, 0.42745, 0.41961, 0.15294, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02361, -0.00577, 0.02536, 0.00073, -0.00186, -0.00095
86, 3005, 8.19712, 4.3037, 6.08254, -0.34646, 0.88189, -0.33071, 1.00, -0.83465, -0.44882, -0.32283, -1.00, 0.20313, 0.60889, 0.99216, 0.55686, 0.56863, 1.00, 6, 19, 20, 17, 0, 0, 0, 0, 0.42353, 0.34118, 0.21569, 0.01961, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01912, -0.01114, 0.02447, 0.00124, 0.00466, -0.00814
87, 3001, 8.46286, 2.80183, 6.47204, -0.46457, 0.49606, 0.73228, 1.00, -0.81102, 0.10236, -0.5748, -1.00, 0.09668, 0.68066, 0.98824, 0.45882, 0.59216, 1.00, 6, 20, 21, 0, 0, 0, 0, 0, 0.75686, 0.17647, 0.06667, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01171, 0.00057, 0.01015, -0.00089, -0.00532, 0.0011
88, 3004, 8.35448, 3.5251, 6.5971, -0.48819, 0.76378, 0.43307, 1.00, -0.76378, -0.13386, -0.62992, -1.00, 0.14307, 0.65186, 0.98824, 0.50588, 0.60392, 1.00, 6, 20, 19, 0, 0, 0, 0, 0, 0.73725, 0.24706, 0.01569, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01541, -0.0014, 0.01101, -0.00186, -0.00487, 0.00556
89, 3008, 7.84549, 3.35857, 6.94339, -0.54331, 0.80315, 0.25984, 1.00, -0.43307, -0.00787, -0.89764, -1.00, 0.14807, 0.67725, 0.98039, 0.49412, 0.63922, 1.00, 6, 20, 0, 0, 0, 0, 0, 0, 0.79216, 0.20784, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01403, -0.00077, 0.00499, 0.00614, 0.00137, -0.00294
90, 3007, 8.07689, 4.21595, 6.60227, -0.37008, 0.92126, -0.14173, 1.00, -0.69291, -0.37795, -0.61417, -1.00, 0.19299, 0.64746, 0.98431, 0.55294, 0.60784, 1.00, 6, 19, 20, 0, 0, 0, 0, 0, 0.73725, 0.15686, 0.10588, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01286, -0.00672, 0.00986, -0.00227, 0.00123, 0.00221
91, 3008, 7.84549, 3.35857, 6.94339, -0.54331, 0.80315, 0.25984, 1.00, -0.43307, -0.00787, -0.89764, -1.00, 0.14807, 0.67725, 0.98039, 0.49412, 0.63922, 1.00, 6, 20, 0, 0, 0, 0, 0, 0, 0.79216, 0.20784, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01403, -0.00077, 0.00499, 0.00614, 0.00137, -0.00294
92, 3004, 8.35448, 3.5251, 6.5971, -0.48819, 0.76378, 0.43307, 1.00, -0.76378, -0.13386, -0.62992, -1.00, 0.14307, 0.65186, 0.98824, 0.50588, 0.60392, 1.00, 6, 20, 19, 0, 0, 0, 0, 0, 0.73725, 0.24706, 0.01569, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01541, -0.0014, 0.01101, -0.00186, -0.00487, 0.00556
93, 3006, 8.41711, 4.37237, 5.51938, 0.0315, 0.67717, -0.74016, 1.00, -0.80315, -0.4252, -0.41732, -1.00, 0.24707, 0.57129, 0.99608, 0.56078, 0.52941, 1.00, 20, 19, 17, 0, 0, 0, 0, 0, 0.71373, 0.23529, 0.05098, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02204, -0.00588, 0.04909, 0.01135, 0.00286, -0.01883
94, 3009, 7.89864, 4.79936, 5.9708, 0.08661, 0.41732, -0.90551, 1.00, -0.72441, -0.59843, -0.34646, -1.00, 0.25195, 0.63037, 0.98824, 0.59608, 0.56471, 1.00, 6, 19, 17, 20, 0, 0, 0, 0, 0.51373, 0.31765, 0.13725, 0.03137, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00909, -0.00912, 0.0167, 0.00264, 0.00495, -0.01119
95, 3005, 8.19712, 4.3037, 6.08254, -0.34646, 0.88189, -0.33071, 1.00, -0.83465, -0.44882, -0.32283, -1.00, 0.20313, 0.60889, 0.99216, 0.55686, 0.56863, 1.00, 6, 19, 20, 17, 0, 0, 0, 0, 0.42353, 0.34118, 0.21569, 0.01961, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01912, -0.01114, 0.02447, 0.00124, 0.00466, -0.00814
96, 3006, 8.41711, 4.37237, 5.51938, 0.0315, 0.67717, -0.74016, 1.00, -0.80315, -0.4252, -0.41732, -1.00, 0.24707, 0.57129, 0.99608, 0.56078, 0.52941, 1.00, 20, 19, 17, 0, 0, 0, 0, 0, 0.71373, 0.23529, 0.05098, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02204, -0.00588, 0.04909, 0.01135, 0.00286, -0.01883
97, 3010, 8.26869, 4.73624, 5.46132, 0.59055, -0.16535, -0.7874, 1.00, -0.71654, -0.55906, -0.41732, -1.00, 0.30713, 0.62695, 0.99216, 0.58824, 0.52549, 1.00, 20, 19, 17, 0, 0, 0, 0, 0, 0.60784, 0.22745, 0.16471, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01731, -0.00524, 0.04205, 0.01023, 0.00129, -0.01414
98, 3009, 7.89864, 4.79936, 5.9708, 0.08661, 0.41732, -0.90551, 1.00, -0.72441, -0.59843, -0.34646, -1.00, 0.25195, 0.63037, 0.98824, 0.59608, 0.56471, 1.00, 6, 19, 17, 20, 0, 0, 0, 0, 0.51373, 0.31765, 0.13725, 0.03137, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00909, -0.00912, 0.0167, 0.00264, 0.00495, -0.01119
99, 3005, 8.19712, 4.3037, 6.08254, -0.34646, 0.88189, -0.33071, 1.00, -0.83465, -0.44882, -0.32283, -1.00, 0.20313, 0.60889, 0.99216, 0.55686, 0.56863, 1.00, 6, 19, 20, 17, 0, 0, 0, 0, 0.42353, 0.34118, 0.21569, 0.01961, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01912, -0.01114, 0.02447, 0.00124, 0.00466, -0.00814
100, 3011, 7.67465, 4.82153, 6.49731, -0.19685, 0.77165, -0.59843, 1.00, -0.61417, -0.5748, -0.54331, -1.00, 0.22791, 0.66357, 0.97647, 0.60, 0.60784, 1.00, 6, 19, 17, 0, 0, 0, 0, 0, 0.75294, 0.20, 0.04706, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.0073, -0.0074, 0.00833, -0.00171, 0.00455, -0.00259
101, 3007, 8.07689, 4.21595, 6.60227, -0.37008, 0.92126, -0.14173, 1.00, -0.69291, -0.37795, -0.61417, -1.00, 0.19299, 0.64746, 0.98431, 0.55294, 0.60784, 1.00, 6, 19, 20, 0, 0, 0, 0, 0, 0.73725, 0.15686, 0.10588, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01286, -0.00672, 0.00986, -0.00227, 0.00123, 0.00221
102, 3011, 7.67465, 4.82153, 6.49731, -0.19685, 0.77165, -0.59843, 1.00, -0.61417, -0.5748, -0.54331, -1.00, 0.22791, 0.66357, 0.97647, 0.60, 0.60784, 1.00, 6, 19, 17, 0, 0, 0, 0, 0, 0.75294, 0.20, 0.04706, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.0073, -0.0074, 0.00833, -0.00171, 0.00455, -0.00259
103, 3005, 8.19712, 4.3037, 6.08254, -0.34646, 0.88189, -0.33071, 1.00, -0.83465, -0.44882, -0.32283, -1.00, 0.20313, 0.60889, 0.99216, 0.55686, 0.56863, 1.00, 6, 19, 20, 17, 0, 0, 0, 0, 0.42353, 0.34118, 0.21569, 0.01961, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01912, -0.01114, 0.02447, 0.00124, 0.00466, -0.00814
104, 3009, 7.89864, 4.79936, 5.9708, 0.08661, 0.41732, -0.90551, 1.00, -0.72441, -0.59843, -0.34646, -1.00, 0.25195, 0.63037, 0.98824, 0.59608, 0.56471, 1.00, 6, 19, 17, 20, 0, 0, 0, 0, 0.51373, 0.31765, 0.13725, 0.03137, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00909, -0.00912, 0.0167, 0.00264, 0.00495, -0.01119
105, 3007, 8.07689, 4.21595, 6.60227, -0.37008, 0.92126, -0.14173, 1.00, -0.69291, -0.37795, -0.61417, -1.00, 0.19299, 0.64746, 0.98431, 0.55294, 0.60784, 1.00, 6, 19, 20, 0, 0, 0, 0, 0, 0.73725, 0.15686, 0.10588, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01286, -0.00672, 0.00986, -0.00227, 0.00123, 0.00221
106, 3011, 7.67465, 4.82153, 6.49731, -0.19685, 0.77165, -0.59843, 1.00, -0.61417, -0.5748, -0.54331, -1.00, 0.22791, 0.66357, 0.97647, 0.60, 0.60784, 1.00, 6, 19, 17, 0, 0, 0, 0, 0, 0.75294, 0.20, 0.04706, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.0073, -0.0074, 0.00833, -0.00171, 0.00455, -0.00259
107, 3012, 7.56042, 4.16155, 6.95591, -0.25197, 0.95276, -0.17323, 1.00, -0.38583, -0.25984, -0.88976, -1.00, 0.18555, 0.67676, 0.97647, 0.55294, 0.64706, 1.00, 6, 19, 0, 0, 0, 0, 0, 0, 0.79216, 0.20784, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01015, -0.00919, 0.00499, 0.00474, 0.00342, -0.00324
108, 3012, 7.56042, 4.16155, 6.95591, -0.25197, 0.95276, -0.17323, 1.00, -0.38583, -0.25984, -0.88976, -1.00, 0.18555, 0.67676, 0.97647, 0.55294, 0.64706, 1.00, 6, 19, 0, 0, 0, 0, 0, 0, 0.79216, 0.20784, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01015, -0.00919, 0.00499, 0.00474, 0.00342, -0.00324
